Package Name,Resolved Version,Advisory ID,Title,CVSS Score,CVSS Type,CVSS Vector,Official Severity,Aliases,Advisory URL,Severity Rank
vite,4.5.14,GHSA-g4jq-h2w9-997c,Vite middleware may serve files starting with the same name with the public directory,2.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,LOW,CVE-2025-58751,https://github.com/vitejs/vite/security/advisories/GHSA-g4jq-h2w9-997c,1
vite,4.5.14,GHSA-jqfw-vq24-v9c3,Vite's `server.fs` settings were not applied to HTML files,2.3,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:P/VC:L/VI:N/VA:N/SC:N/SI:N/SA:N,LOW,CVE-2025-58752,https://github.com/vitejs/vite/security/advisories/GHSA-jqfw-vq24-v9c3,1
vite,4.5.14,GHSA-v6wh-96g9-6wx3,launch-editor: NTLMv2 hash disclosure via UNC path handling on Windows,5.5,CVSS_V4,CVSS:4.0/AV:N/AC:H/AT:N/PR:N/UI:A/VC:N/VI:N/VA:N/SC:H/SI:H/SA:H,MODERATE,CVE-2026-53632,https://github.com/vitejs/launch-editor/security/advisories/GHSA-v6wh-96g9-6wx3,2
vm2,3.11.2,GHSA-248r-7h7q-cr24,vm2 Has a Sandbox Breakout Using Async Generator,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CRITICAL,CVE-2026-45411,https://github.com/patriksimek/vm2/security/advisories/GHSA-248r-7h7q-cr24,4
vm2,3.11.2,GHSA-6j2x-vhqr-qr7q,vm2 sandbox escape via JSPI-backed Promise `.finally()` species bypass,9.8,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,CRITICAL,CVE-2026-47210,https://github.com/patriksimek/vm2/security/advisories/GHSA-6j2x-vhqr-qr7q,4
vm2,3.11.2,GHSA-76w7-j9cq-rx2j,vm2 is Vulnerable to Sandbox Breakout Through Promise Species,10.0,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CRITICAL,CVE-2026-47208,https://github.com/patriksimek/vm2/security/advisories/GHSA-76w7-j9cq-rx2j,4
vm2,3.11.2,GHSA-9g8x-92q2-p28f,NodeVM observability builtins leak host process and HTTP request data,4.6,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:P/PR:N/UI:N/VC:H/VI:N/VA:N/SC:L/SI:N/SA:N/E:U,MODERATE,CVE-2026-47141,https://github.com/patriksimek/vm2/security/advisories/GHSA-9g8x-92q2-p28f,2
vm2,3.11.2,GHSA-c4cf-2hgv-2qv6,"vm2's Bridge Proxy set trap ignores receiver parameter, enabling host object property injection via prototype chain",8.6,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:H/A:N,HIGH,CVE-2026-47209,https://github.com/patriksimek/vm2/security/advisories/GHSA-c4cf-2hgv-2qv6,3
vm2,3.11.2,GHSA-m4wx-m65x-ghrr,vm2 has a CVE-2023-37903 patch bypass: nesting:true without explicit require still allows full RCE,10.0,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CRITICAL,CVE-2026-47137,https://github.com/patriksimek/vm2/security/advisories/GHSA-m4wx-m65x-ghrr,4
vm2,3.11.2,GHSA-m5q2-4fm3-vfqp,vm2 has a sandbox escape via unblocked cross-realm Symbol.for keys + missing bridge write-trap symbol checks,8.7,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:H/A:N,HIGH,CVE-2026-47135,https://github.com/patriksimek/vm2/security/advisories/GHSA-m5q2-4fm3-vfqp,3
vm2,3.11.2,GHSA-q3fm-4wcw-g57x,vm2 setup-sandbox.js violates Defense Invariant #11 in stack-trace formatter,2.1,CVSS_V4,CVSS:4.0/AV:L/AC:H/AT:N/PR:N/UI:N/VC:N/VI:N/VA:N/SC:N/SI:L/SA:N,LOW,,https://github.com/patriksimek/vm2/security/advisories/GHSA-q3fm-4wcw-g57x,1
vm2,3.11.2,GHSA-r9pm-gxmw-wv6p,NodeVM network builtin exclusions bypass via internal _http_client and _http_server,8.6,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:N/A:N,HIGH,CVE-2026-47139,https://github.com/patriksimek/vm2/security/advisories/GHSA-r9pm-gxmw-wv6p,3
vm2,3.11.2,GHSA-rp36-8xq3-r6c4,NodeVM builtin denylist bypass via process and inspector/promises allows host code execution,10.0,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CRITICAL,CVE-2026-47140,https://github.com/patriksimek/vm2/security/advisories/GHSA-rp36-8xq3-r6c4,4
vm2,3.11.2,GHSA-v6mx-mf47-r5wg,vm2 has a Sandbox Escape issue,10.0,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:H,CRITICAL,CVE-2026-47131,https://github.com/patriksimek/vm2/security/advisories/GHSA-v6mx-mf47-r5wg,4
ws,8.13.0,GHSA-3h5v-q93c-6h6q,ws affected by a DoS when handling a request with many HTTP headers,8.7,CVSS_V4,CVSS:4.0/AV:N/AC:L/AT:N/PR:N/UI:N/VC:N/VI:N/VA:H/SC:N/SI:N/SA:N,HIGH,CVE-2024-37890,https://github.com/websockets/ws/security/advisories/GHSA-3h5v-q93c-6h6q,3
ws,8.13.0,GHSA-58qx-3vcg-4xpx,ws: Uninitialized memory disclosure,4.4,CVSS_V3,CVSS:3.1/AV:N/AC:H/PR:H/UI:N/S:U/C:H/I:N/A:N,MODERATE,CVE-2026-45736,https://github.com/websockets/ws/security/advisories/GHSA-58qx-3vcg-4xpx,2
ws,8.13.0,GHSA-96hv-2xvq-fx4p,ws: Memory exhaustion DoS from tiny fragments and data chunks,7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2026-48779,https://github.com/websockets/ws/security/advisories/GHSA-96hv-2xvq-fx4p,3
xlsx,0.18.5,GHSA-4r6h-8v6p-xvw6,Prototype Pollution in sheetJS,7.8,CVSS_V3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:H,HIGH,CVE-2023-30533,https://nvd.nist.gov/vuln/detail/CVE-2023-30533,3
xlsx,0.18.5,GHSA-5pgg-2g8v-p4x9,SheetJS Regular Expression Denial of Service (ReDoS),7.5,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGH,CVE-2024-22363,https://nvd.nist.gov/vuln/detail/CVE-2024-22363,3
xml2js,0.2.8,GHSA-776f-qx25-q3cc,xml2js is vulnerable to prototype pollution,5.3,CVSS_V3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:L/A:N,MODERATE,CVE-2023-0842,https://nvd.nist.gov/vuln/detail/CVE-2023-0842,2
